1.1 א  בְּרֵאשִׁית, בָּרָא אֱלֹהִים, אֵת הַשָּׁמַיִם, וְאֵת הָאָרֶץ.	1 In the beginning God created the heaven and the earth.
43.18 יח  וַיִּירְאוּ הָאֲנָשִׁים, כִּי הוּבְאוּ בֵּית יוֹסֵף, וַיֹּאמְרוּ עַל-דְּבַר הַכֶּסֶף הַשָּׁב בְּאַמְתְּחֹתֵינוּ בַּתְּחִלָּה, אֲנַחְנוּ מוּבָאִים--לְהִתְגֹּלֵל עָלֵינוּ וּלְהִתְנַפֵּל עָלֵינוּ, וְלָקַחַת אֹתָנוּ לַעֲבָדִים וְאֶת-חֲמֹרֵינוּ.	18 And the men were afraid, because they were brought into Joseph's house; and they said: 'Because of the money that was returned in our sacks at the first time are we brought in; that he may seek occasion against us, and fall upon us, and take us for bondmen, and our asses.'
43.19 יט  וַיִּגְּשׁוּ, אֶל-הָאִישׁ, אֲשֶׁר, עַל-בֵּית יוֹסֵף; וַיְדַבְּרוּ אֵלָיו, פֶּתַח הַבָּיִת.	19 And they came near to the steward of Joseph's house, and they spoke unto him at the door of the house,
43.20 כ  וַיֹּאמְרוּ, בִּי אֲדֹנִי; יָרֹד יָרַדְנוּ בַּתְּחִלָּה, לִשְׁבָּר-אֹכֶל.	20 and said: 'Oh my lord, we came indeed down at the first time to buy food.
43.21 כא  וַיְהִי כִּי-בָאנוּ אֶל-הַמָּלוֹן, וַנִּפְתְּחָה אֶת-אַמְתְּחֹתֵינוּ, וְהִנֵּה כֶסֶף-אִישׁ בְּפִי אַמְתַּחְתּוֹ, כַּסְפֵּנוּ בְּמִשְׁקָלוֹ; וַנָּשֶׁב אֹתוֹ, בְּיָדֵנוּ.	21 And it came to pass, when we came to the lodging-place, that we opened our sacks, and, behold, every man's money was in the mouth of his sack, our money in full weight; and we have brought it back in our hand.
43.22 כב  וְכֶסֶף אַחֵר הוֹרַדְנוּ בְיָדֵנוּ, לִשְׁבָּר-אֹכֶל; לֹא יָדַעְנוּ, מִי-שָׂם כַּסְפֵּנוּ בְּאַמְתְּחֹתֵינוּ.	22 And other money have we brought down in our hand to buy food. We know not who put our money in our sacks.'
43.23 כג  וַיֹּאמֶר שָׁלוֹם לָכֶם אַל-תִּירָאוּ, אֱלֹהֵיכֶם וֵאלֹהֵי אֲבִיכֶם נָתַן לָכֶם מַטְמוֹן בְּאַמְתְּחֹתֵיכֶם--כַּסְפְּכֶם, בָּא אֵלָי; וַיּוֹצֵא אֲלֵהֶם, אֶת-שִׁמְעוֹן.	23 And he said: 'Peace be to you, fear not; your God, and the God of your father, hath given you treasure in your sacks; I had your money.' And he brought Simeon out unto them.
43.24 כד  וַיָּבֵא הָאִישׁ אֶת-הָאֲנָשִׁים, בֵּיתָה יוֹסֵף; וַיִּתֶּן-מַיִם וַיִּרְחֲצוּ רַגְלֵיהֶם, וַיִּתֵּן מִסְפּוֹא לַחֲמֹרֵיהֶם.	24 And the man brought the men into Joseph's house, and gave them water, and they washed their feet; and he gave their asses provender.
43.25 כה  וַיָּכִינוּ, אֶת-הַמִּנְחָה, עַד-בּוֹא יוֹסֵף, בַּצָּהֳרָיִם:  כִּי שָׁמְעוּ, כִּי-שָׁם יֹאכְלוּ לָחֶם.	25 And they made ready the present against Joseph's coming at noon; for they heard that they should eat bread there.
43.26 כו  וַיָּבֹא יוֹסֵף הַבַּיְתָה, וַיָּבִיאּוּ לוֹ אֶת-הַמִּנְחָה אֲשֶׁר-בְּיָדָם הַבָּיְתָה; וַיִּשְׁתַּחֲווּ-לוֹ, אָרְצָה.	26 And when Joseph came home, they brought him the present which was in their hand into the house, and bowed down to him to the earth.
43.27 כז  וַיִּשְׁאַל לָהֶם, לְשָׁלוֹם, וַיֹּאמֶר הֲשָׁלוֹם אֲבִיכֶם הַזָּקֵן, אֲשֶׁר אֲמַרְתֶּם--הַעוֹדֶנּוּ, חָי.	27 And he asked them of their welfare, and said: 'Is your father well, the old man of whom ye spoke? Is he yet alive?'
43.28 כח  וַיֹּאמְרוּ, שָׁלוֹם לְעַבְדְּךָ לְאָבִינוּ--עוֹדֶנּוּ חָי; וַיִּקְּדוּ, וישתחו (וַיִּשְׁתַּחֲווּ).	28 And they said: 'Thy servant our father is well, he is yet alive.' And they bowed the head, and made obeisance.
43.29 כט  וַיִּשָּׂא עֵינָיו, וַיַּרְא אֶת-בִּנְיָמִין אָחִיו בֶּן-אִמּוֹ, וַיֹּאמֶר הֲזֶה אֲחִיכֶם הַקָּטֹן, אֲשֶׁר אֲמַרְתֶּם אֵלָי; וַיֹּאמַר, אֱלֹהִים יָחְנְךָ בְּנִי.	29 And he lifted up his eyes, and saw Benjamin his brother, his mother's son, and said: 'Is this your youngest brother of whom ye spoke unto me?' And he said: 'God be gracious unto thee, my son.'
43.30 ל  וַיְמַהֵר יוֹסֵף, כִּי-נִכְמְרוּ רַחֲמָיו אֶל-אָחִיו, וַיְבַקֵּשׁ, לִבְכּוֹת; וַיָּבֹא הַחַדְרָה, וַיֵּבְךְּ שָׁמָּה.	30 And Joseph made haste; for his heart yearned toward his brother; and he sought where to weep; and he entered into his chamber, and wept there.
43.31 לא  וַיִּרְחַץ פָּנָיו, וַיֵּצֵא; וַיִּתְאַפַּק--וַיֹּאמֶר, שִׂימוּ לָחֶם.	31 And he washed his face, and came out; and he refrained himself, and said: 'Set on bread.'
43.32 לב  וַיָּשִׂימוּ לוֹ לְבַדּוֹ, וְלָהֶם לְבַדָּם; וְלַמִּצְרִים הָאֹכְלִים אִתּוֹ, לְבַדָּם--כִּי לֹא יוּכְלוּן הַמִּצְרִים לֶאֱכֹל אֶת-הָעִבְרִים לֶחֶם, כִּי-תוֹעֵבָה הִוא לְמִצְרָיִם.	32 And they set on for him by himself, and for them by themselves, and for the Egyptians, that did eat with him, by themselves; because the Egyptians might not eat bread with the Hebrews; for that is an abomination unto the Egyptians.
43.33 לג  וַיֵּשְׁבוּ לְפָנָיו--הַבְּכֹר כִּבְכֹרָתוֹ, וְהַצָּעִיר כִּצְעִרָתוֹ; וַיִּתְמְהוּ הָאֲנָשִׁים, אִישׁ אֶל-רֵעֵהוּ.	33 And they sat before him, the firstborn according to his birthright, and the youngest according to his youth; and the men marvelled one with another.
43.34 לד  וַיִּשָּׂא מַשְׂאֹת מֵאֵת פָּנָיו, אֲלֵהֶם, וַתֵּרֶב מַשְׂאַת בִּנְיָמִן מִמַּשְׂאֹת כֻּלָּם, חָמֵשׁ יָדוֹת; וַיִּשְׁתּוּ וַיִּשְׁכְּרוּ, עִמּוֹ.	34 And portions were taken unto them from before him; but Benjamin's portion was five times so much as any of theirs. And they drank, and were merry with him.
44.1 א  וַיְצַו אֶת-אֲשֶׁר עַל-בֵּיתוֹ, לֵאמֹר, מַלֵּא אֶת-אַמְתְּחֹת הָאֲנָשִׁים אֹכֶל, כַּאֲשֶׁר יוּכְלוּן שְׂאֵת; וְשִׂים כֶּסֶף-אִישׁ, בְּפִי אַמְתַּחְתּוֹ.	1 And he commanded the steward of his house, saying: 'Fill the men's sacks with food, as much as they can carry, and put every man's money in his sack's mouth.
44.2 ב  וְאֶת-גְּבִיעִי גְּבִיעַ הַכֶּסֶף, תָּשִׂים בְּפִי אַמְתַּחַת הַקָּטֹן, וְאֵת, כֶּסֶף שִׁבְרוֹ; וַיַּעַשׂ, כִּדְבַר יוֹסֵף אֲשֶׁר דִּבֵּר.	2 And put my goblet, the silver goblet, in the sack's mouth of the youngest, and his corn money.' And he did according to the word that Joseph had spoken.
44.3 ג  הַבֹּקֶר, אוֹר; וְהָאֲנָשִׁים שֻׁלְּחוּ, הֵמָּה וַחֲמֹרֵיהֶם.	3 As soon as the morning was light, the men were sent away, they and their asses.
44.4 ד  הֵם יָצְאוּ אֶת-הָעִיר, לֹא הִרְחִיקוּ, וְיוֹסֵף אָמַר לַאֲשֶׁר עַל-בֵּיתוֹ, קוּם רְדֹף אַחֲרֵי הָאֲנָשִׁים; וְהִשַּׂגְתָּם וְאָמַרְתָּ אֲלֵהֶם, לָמָּה שִׁלַּמְתֶּם רָעָה תַּחַת טוֹבָה.	4 And when they were gone out of the city, and were not yet far off, Joseph said unto his steward: 'Up, follow after the men; and when thou dost overtake them, say unto them: Wherefore have ye rewarded evil for good?
44.5 ה  הֲלוֹא זֶה, אֲשֶׁר יִשְׁתֶּה אֲדֹנִי בּוֹ, וְהוּא, נַחֵשׁ יְנַחֵשׁ בּוֹ; הֲרֵעֹתֶם, אֲשֶׁר עֲשִׂיתֶם.	5 Is not this it in which my lord drinketh, and whereby he indeed divineth? ye have done evil in so doing.'
44.6 ו  וַיַּשִּׂגֵם; וַיְדַבֵּר אֲלֵהֶם, אֶת-הַדְּבָרִים הָאֵלֶּה.	6 And he overtook them, and he spoke unto them these words.
44.7 ז  וַיֹּאמְרוּ אֵלָיו--לָמָּה יְדַבֵּר אֲדֹנִי, כַּדְּבָרִים הָאֵלֶּה; חָלִילָה, לַעֲבָדֶיךָ, מֵעֲשׂוֹת, כַּדָּבָר הַזֶּה.	7 And they said unto him: 'Wherefore speaketh my lord such words as these? Far be it from thy servants that they should do such a thing.
44.8 ח  הֵן כֶּסֶף, אֲשֶׁר מָצָאנוּ בְּפִי אַמְתְּחֹתֵינוּ--הֱשִׁיבֹנוּ אֵלֶיךָ, מֵאֶרֶץ כְּנָעַן; וְאֵיךְ, נִגְנֹב מִבֵּית אֲדֹנֶיךָ, כֶּסֶף, אוֹ זָהָב.	8 Behold, the money, which we found in our sacks' mouths, we brought back unto thee out of the land of Canaan; how then should we steal out of thy lord's house silver or gold?
44.9 ט  אֲשֶׁר יִמָּצֵא אִתּוֹ מֵעֲבָדֶיךָ, וָמֵת; וְגַם-אֲנַחְנוּ, נִהְיֶה לַאדֹנִי לַעֲבָדִים.	9 With whomsoever of thy servants it be found, let him die, and we also will be my lord's bondmen.'
44.10 י  וַיֹּאמֶר, גַּם-עַתָּה כְדִבְרֵיכֶם כֶּן-הוּא:  אֲשֶׁר יִמָּצֵא אִתּוֹ יִהְיֶה-לִּי עָבֶד, וְאַתֶּם תִּהְיוּ נְקִיִּם.	10 And he said: 'Now also let it be according unto your words: he with whom it is found shall be my bondman; and ye shall be blameless.'
44.11 יא  וַיְמַהֲרוּ, וַיּוֹרִדוּ אִישׁ אֶת-אַמְתַּחְתּוֹ--אָרְצָה; וַיִּפְתְּחוּ, אִישׁ אַמְתַּחְתּוֹ.	11 Then they hastened, and took down every man his sack to the ground, and opened every man his sack.
44.12 יב  וַיְחַפֵּשׂ--בַּגָּדוֹל הֵחֵל, וּבַקָּטֹן כִּלָּה; וַיִּמָּצֵא, הַגָּבִיעַ, בְּאַמְתַּחַת, בִּנְיָמִן.	12 And he searched, beginning at the eldest, and leaving off at the youngest; and the goblet was found in Benjamin's sack.
44.13 יג  וַיִּקְרְעוּ, שִׂמְלֹתָם; וַיַּעֲמֹס אִישׁ עַל-חֲמֹרוֹ, וַיָּשֻׁבוּ הָעִירָה.	13 And they rent their clothes, and laded every man his ass, and returned to the city.
44.14 יד  וַיָּבֹא יְהוּדָה וְאֶחָיו בֵּיתָה יוֹסֵף, וְהוּא עוֹדֶנּוּ שָׁם; וַיִּפְּלוּ לְפָנָיו, אָרְצָה.	14 And Judah and his brethren came to Joseph's house, and he was yet there; and they fell before him on the ground.
44.15 טו  וַיֹּאמֶר לָהֶם יוֹסֵף, מָה-הַמַּעֲשֶׂה הַזֶּה אֲשֶׁר עֲשִׂיתֶם; הֲלוֹא יְדַעְתֶּם, כִּי-נַחֵשׁ יְנַחֵשׁ אִישׁ אֲשֶׁר כָּמֹנִי.	15 And Joseph said unto them: 'What deed is this that ye have done? know ye not that such a man as I will indeed divine?'
44.16 טז  וַיֹּאמֶר יְהוּדָה, מַה-נֹּאמַר לַאדֹנִי, מַה-נְּדַבֵּר, וּמַה-נִּצְטַדָּק; הָאֱלֹהִים, מָצָא אֶת-עֲוֺן עֲבָדֶיךָ--הִנֶּנּוּ עֲבָדִים לַאדֹנִי, גַּם-אֲנַחְנוּ גַּם אֲשֶׁר-נִמְצָא הַגָּבִיעַ בְּיָדוֹ.	16 And Judah said: 'What shall we say unto my lord? what shall we speak? or how shall we clear ourselves? God hath found out the iniquity of thy servants; behold, we are my lord's bondmen, both we, and he also in whose hand the cup is found.'
44.17 יז  וַיֹּאמֶר--חָלִילָה לִּי, מֵעֲשׂוֹת זֹאת; הָאִישׁ אֲשֶׁר נִמְצָא הַגָּבִיעַ בְּיָדוֹ, הוּא יִהְיֶה-לִּי עָבֶד, וְאַתֶּם, עֲלוּ לְשָׁלוֹם אֶל-אֲבִיכֶם.  {ס}	17 And he said: 'Far be it from me that I should do so; the man in whose hand the goblet is found, he shall be my bondman; but as for you, get you up in peace unto your father.' {S}
44.18 יח  וַיִּגַּשׁ אֵלָיו יְהוּדָה, וַיֹּאמֶר בִּי אֲדֹנִי, יְדַבֶּר-נָא עַבְדְּךָ דָבָר בְּאָזְנֵי אֲדֹנִי, וְאַל-יִחַר אַפְּךָ בְּעַבְדֶּךָ:  כִּי כָמוֹךָ, כְּפַרְעֹה.	18 Then Judah came near unto him, and said: 'Oh my lord, let thy servant, I pray thee, speak a word in my lord's ears, and let not thine anger burn against thy servant; for thou art even as Pharaoh.
44.19 יט  אֲדֹנִי שָׁאַל, אֶת-עֲבָדָיו לֵאמֹר:  הֲיֵשׁ-לָכֶם אָב, אוֹ-אָח.	19 My lord asked his servants, saying: Have ye a father, or a brother?
44.20 כ  וַנֹּאמֶר, אֶל-אֲדֹנִי, יֶשׁ-לָנוּ אָב זָקֵן, וְיֶלֶד זְקֻנִים קָטָן; וְאָחִיו מֵת, וַיִּוָּתֵר הוּא לְבַדּוֹ לְאִמּוֹ וְאָבִיו אֲהֵבוֹ.	20 And we said unto my lord: We have a father, an old man, and a child of his old age, a little one; and his brother is dead, and he alone is left of his mother, and his father loveth him.
44.21 כא  וַתֹּאמֶר, אֶל-עֲבָדֶיךָ, הוֹרִדֻהוּ, אֵלָי; וְאָשִׂימָה עֵינִי, עָלָיו.	21 And thou saidst unto thy servants: Bring him down unto me, that I may set mine eyes upon him.
44.22 כב  וַנֹּאמֶר, אֶל-אֲדֹנִי, לֹא-יוּכַל הַנַּעַר, לַעֲזֹב אֶת-אָבִיו:  וְעָזַב אֶת-אָבִיו, וָמֵת.	22 And we said unto my lord: The lad cannot leave his father; for if he should leave his father, his father would die.
44.23 כג  וַתֹּאמֶר, אֶל-עֲבָדֶיךָ, אִם-לֹא יֵרֵד אֲחִיכֶם הַקָּטֹן, אִתְּכֶם--לֹא תֹסִפוּן, לִרְאוֹת פָּנָי.	23 And thou saidst unto thy servants: Except your youngest brother come down with you, ye shall see my face no more.
44.24 כד  וַיְהִי כִּי עָלִינוּ, אֶל-עַבְדְּךָ אָבִי; וַנַּגֶּד-לוֹ--אֵת, דִּבְרֵי אֲדֹנִי.	24 And it came to pass when we came up unto thy servant my father, we told him the words of my lord.
44.25 כה  וַיֹּאמֶר, אָבִינוּ:  שֻׁבוּ, שִׁבְרוּ-לָנוּ מְעַט-אֹכֶל.	25 And our father said: Go again, buy us a little food.
44.26 כו  וַנֹּאמֶר, לֹא נוּכַל לָרֶדֶת:  אִם-יֵשׁ אָחִינוּ הַקָּטֹן אִתָּנוּ, וְיָרַדְנוּ--כִּי-לֹא נוּכַל לִרְאוֹת פְּנֵי הָאִישׁ, וְאָחִינוּ הַקָּטֹן אֵינֶנּוּ אִתָּנוּ.	26 And we said: We cannot go down; if our youngest brother be with us, then will we go down; for we may not see the man's face, except our youngest brother be with us.
44.27 כז  וַיֹּאמֶר עַבְדְּךָ אָבִי, אֵלֵינוּ:  אַתֶּם יְדַעְתֶּם, כִּי שְׁנַיִם יָלְדָה-לִּי אִשְׁתִּי.	27 And thy servant my father said unto us: Ye know that my wife bore me two sons;
44.28 כח  וַיֵּצֵא הָאֶחָד, מֵאִתִּי, וָאֹמַר, אַךְ טָרֹף טֹרָף; וְלֹא רְאִיתִיו, עַד-הֵנָּה.	28 and the one went out from me, and I said: Surely he is torn in pieces; and I have not seen him since;
44.29 כט  וּלְקַחְתֶּם גַּם-אֶת-זֶה מֵעִם פָּנַי, וְקָרָהוּ אָסוֹן--וְהוֹרַדְתֶּם אֶת-שֵׂיבָתִי בְּרָעָה, שְׁאֹלָה.	29 and if ye take this one also from me, and harm befall him, ye will bring down my gray hairs with sorrow to the grave.
44.30 ל  וְעַתָּה, כְּבֹאִי אֶל-עַבְדְּךָ אָבִי, וְהַנַּעַר, אֵינֶנּוּ אִתָּנוּ; וְנַפְשׁוֹ, קְשׁוּרָה בְנַפְשׁוֹ.	30 Now therefore when I come to thy servant my father, and the lad is not with us; seeing that his soul is bound up with the lad's soul;
